1	14	0.017006
1	20040	0.022086
10	20040	0.024719
100	10030	0.046423
1000	10018	0.032536
1001	29	0.010458
1002	10018	0.021828
1002	10027	0.022016
1002	10033	0.044033
1002	20032	0.014511
1002	22	0.079809
1002	40	0.020269
1003	10020	0.024294
1003	20032	0.038650
1004	20027	0.028622
1005	33	0.054381
1006	32	0.032816
1007	10014	0.016267
1007	10019	0.012898
1007	10029	0.041867
1007	14	0.012769
1007	15	0.012706
1007	32	0.011008
1008	10018	0.032536
1009	35	0.009143
1009	36	0.056687
101	10013	0.051441
1010	10017	0.007568
1011	10030	0.046423
1012	20017	0.054772
1013	25	0.015795
1014	20025	0.018485
1014	20026	0.058641
1015	20029	0.015665
1016	10030	0.046423
1017	10014	0.024246
1018	39	0.056816
1019	10022	0.036603
102	10016	0.016130
1020	14	0.010510
1020	18	0.034458
1020	20011	0.020211
1020	20021	0.036240
1020	20023	0.046366
1020	20026	0.072480
1020	20029	0.008650
1020	20036	0.015342
1020	20039	0.013474
1020	39	0.031372
1021	10016	0.016130
1022	10016	0.013193
1022	10022	0.014969
1022	10031	0.023587
1023	10031	0.028838
1024	20014	0.007094
1024	20024	0.009748
1024	20025	0.006940
1024	20033	0.019645
1024	20040	0.049751
1024	25	0.010597
1025	10014	0.021664
1025	10016	0.014412
1026	10017	0.007568
1027	10019	0.017178
1027	20021	0.058641
1028	20014	0.010574
1029	25	0.015795
103	10026	0.043258
1030	20028	0.024246
1031	10015	0.037097
1031	19	0.031489
1031	20036	0.019767
1031	20040	0.017585
1031	26	0.017585
1032	20014	0.010574
1033	20017	0.022399
1033	20033	0.011975
1033	20034	0.018315
1034	20033	0.029282
1035	20033	0.014641
1036	20033	0.014641
1037	11	0.034294
1038	11	0.034294
1039	13	0.115353
104	10012	0.019521
1040	28	0.077687
1041	20016	0.027786
1042	20014	0.010574
1043	10034	0.040496
1044	17	0.036603
1045	35	0.010233
1046	20019	0.060423
1047	10019	0.019226
1048	15	0.094693
1049	15	0.018939
105	10013	0.051441
1050	35	0.010233
1051	36	0.031722
1052	20014	0.008649
1052	31	0.032098
1052	36	0.025946
1053	23	0.021507
1054	20038	0.144557
1055	20030	0.030641
1055	32	0.014660
1056	10031	0.028838
1057	10016	0.016130
1058	10022	0.018301
1059	10014	0.024246
106	10020	0.027190
1060	12	0.015968
1060	35	0.009143
1061	32	0.016408
1062	20022	0.039094
1062	20025	0.027727
1063	10022	0.018301
1064	20020	0.024559
1065	20033	0.029282
1066	10019	0.017178
1066	20012	0.027879
1067	10011	0.029974
1068	10017	0.007568
1069	20024	0.014529
107	10013	0.051441
1070	10017	0.007568
1071	10016	0.014412
1071	20025	0.009242
1072	10034	0.040496
1073	10038	0.107230
1074	20032	0.021629
1075	15	0.016921
1075	20029	0.027993
1076	22	0.059479
1077	32	0.016408
1078	15	0.075754
1079	14	0.038067
108	10021	0.020801
1080	14	0.017006
1080	20032	0.019325
1081	20015	0.022726
1081	20022	0.035788
1081	20032	0.035381
1082	10028	0.017003
1082	20013	0.014601
1082	20014	0.005597
1082	20016	0.014707
1082	20017	0.014496
1082	20024	0.030762
1082	20025	0.005475
1082	20028	0.012834
1082	20032	0.045793
1082	20033	0.007750
1082	20035	0.013523
1083	20024	0.072646
1084	10027	0.032816
1085	10025	0.015665
1086	10027	0.026841
1086	20016	0.022726
1086	20039	0.019958
1087	10020	0.054381
1088	19	0.118646
1088	20	0.082956
1089	10021	0.041603
109	10019	0.019226
1090	10028	0.016062
1091	10016	0.014412
1091	10017	0.006762
1092	10014	0.018410
1092	10019	0.014598
1092	20014	0.008029
1092	20016	0.021098
1093	10037	0.050708
1093	20017	0.020794
1093	20031	0.085011
1093	25	0.011993
1094	10012	0.017442
1094	10016	0.014412
1095	10022	0.018301
1096	12	0.017872
1097	10037	0.050708
1097	20017	0.041588
1097	20033	0.011117
1097	20036	0.021098
1098	10040	0.046592
1098	29	0.009344
1099	10027	0.032816
11	26	0.024719
110	10016	0.016130
1100	20014	0.010574
1101	32	0.065632
1102	32	0.016408
1103	32	0.016408
1104	32	0.032816
1105	32	0.049224
1106	32	0.032816
1107	32	0.032816
1108	39	0.113632
1109	24	0.019108
1109	26	0.022086
111	10020	0.027190
1110	10012	0.019521
1111	10018	0.032536
1112	10028	0.014351
1112	20023	0.050018
1113	10019	0.019226
1114	10027	0.023345
1114	16	0.042313
1114	20024	0.010336
1114	20032	0.015387
1114	20033	0.010416
1115	10021	0.020801
1116	10022	0.018301
1117	10013	0.051441
1118	10017	0.007568
1119	35	0.010233
112	10040	0.052146
1120	10023	0.030425
1120	19	0.067218
1120	20	0.070497
1120	23	0.016330
1121	10021	0.018586
1121	29	0.009344
1122	10018	0.029070
1122	10021	0.037172
1123	10016	0.012247
1123	20014	0.008029
1123	20020	0.018648
1123	20028	0.018410
1124	20024	0.014529
1125	10035	0.040709
1125	10039	0.051614
1125	10040	0.039594
1125	35	0.007770
1126	12	0.017872
1127	10012	0.019521
1128	10011	0.018131
1128	10015	0.031542
1128	12	0.010810
1128	15	0.011456
1128	20027	0.017313
1128	20028	0.014666
1128	20033	0.008856
1128	35	0.006190
1129	10017	0.006762
1129	10027	0.029321
113	10025	0.031331
1130	10016	0.014412
1130	20033	0.013082
1131	20016	0.024826
1131	20025	0.009242
1132	10017	0.007568
1133	25	0.015795
1134	24	0.021386
1135	24	0.021386
1136	31	0.035064
1136	40	0.026994
1137	29	0.018688
1137	32	0.014660
1138	29	0.046720
1138	32	0.087962
1139	20028	0.024246
114	10019	0.019226
1140	20025	0.010344
1141	10018	0.029070
1141	24	0.019108
1142	10014	0.018410
1142	10028	0.012196
1142	20014	0.008029
1142	29	0.007941
1143	20027	0.028622
1144	20014	0.010574
1145	20028	0.024246
1146	10017	0.006762
1146	10027	0.029321
1147	36	0.095167
1148	10035	0.040709
1148	20017	0.020794
1148	20030	0.026039
1148	20039	0.018528
1149	14	0.021019
1149	15	0.010457
1149	20011	0.020211
1149	20012	0.017229
1149	20017	0.015122
1149	20019	0.033364
1149	20025	0.005712
1149	20029	0.008650
1149	20030	0.018936
1149	20035	0.014107
115	10022	0.018301
1150	20016	0.022726
1150	20030	0.028050
1150	20037	0.019706
1151	20015	0.019767
1151	20025	0.007359
1151	20030	0.024397
1151	20040	0.017585
1151	22	0.042313
1152	10013	0.051441
1153	10017	0.007568
1154	11	0.034294
1155	10016	0.016130
1156	39	0.056816
1157	15	0.056816
1158	15	0.018939
1159	20016	0.027786
116	10012	0.039043
1160	10026	0.043258
1161	10022	0.018301
1162	35	0.020466
1163	20028	0.048493
1164	29	0.010458
1165	20020	0.020087
1165	29	0.017107
1165	35	0.008370
1166	10029	0.055757
1166	20022	0.039094
1167	10014	0.024246
1168	10014	0.024246
1169	20017	0.027386
117	10012	0.039043
1170	20017	0.027386
1171	10032	0.032536
1172	10023	0.030425
1172	20014	0.008029
1172	20025	0.007854
1172	32	0.012458
1173	20023	0.027990
1174	20024	0.014529
1175	30	0.057647
1175	31	0.035064
1176	10034	0.036183
1176	28	0.104118
1177	20036	0.027786
1178	10020	0.024294
1178	10027	0.029321
1179	14	0.034012
1179	15	0.016921
118	10017	0.007568
1180	15	0.018939
1181	10019	0.019226
1182	20029	0.015665
1183	20036	0.027786
1184	20013	0.024646
1184	20034	0.020007
1185	20024	0.014529
1186	20012	0.047383
1186	20023	0.021253
1186	20039	0.018528
1186	23	0.016330
1187	10017	0.006762
1187	11	0.030641
1188	10014	0.021664
1188	10023	0.035802
1189	15	0.018939
119	10036	0.115353
1190	24	0.019108
1190	32	0.014660
1191	20012	0.023692
1191	23	0.016330
1191	25	0.011993
1191	26	0.018769
1192	20014	0.009448
1192	29	0.009344
1193	20027	0.028622
1194	28	0.038843
1195	20036	0.027786
1196	10025	0.013997
1196	20025	0.009242
1197	10021	0.020801
1198	10017	0.006762
1198	20024	0.012982
1199	20027	0.028622
12	10012	0.017442
12	17	0.032704
120	10013	0.051441
1200	11	0.122566
1200	24	0.019108
1201	10021	0.020801
1202	35	0.020466
1203	10012	0.019521
1204	23	0.021507
1205	24	0.042771
1206	20013	0.027585
1207	36	0.031722
1208	25	0.015795
1209	25	0.014113
1209	27	0.130815
121	10017	0.007568
1210	12	0.053615
1211	28	0.038843
1212	10017	0.005746
1212	10018	0.024704
1212	10025	0.011895
1212	20017	0.020794
1213	15	0.018939
1214	15	0.018939
1215	28	0.038843
1216	39	0.113632
1217	23	0.021507
1218	10013	0.051441
1219	10017	0.013733
1219	10020	0.016447
1219	10037	0.040396
1219	20018	0.036841
1219	20025	0.018771
1219	20028	0.014666
1219	20033	0.008856
1219	20037	0.014573
122	10016	0.016130
1220	20019	0.049421
1220	20033	0.047900
1220	20034	0.018315
1221	10021	0.020801
1222	20018	0.030453
1223	10021	0.020801
1224	10020	0.022239
1224	10023	0.032774
1224	20020	0.020087
1225	10017	0.007568
1226	10021	0.020801
1227	20012	0.031202
1228	10019	0.017178
1228	10028	0.014351
1229	10012	0.019521
123	10011	0.053562
123	10017	0.006762
1230	10023	0.028506
1230	10032	0.023146
1230	33	0.038686
1230	35	0.007280
1230	38	0.020060
1231	20025	0.010344
1232	21	0.211481
1233	20014	0.008649
1233	20015	0.022726
1233	20029	0.012813
1234	38	0.028197
1235	10014	0.013995
1235	10017	0.004368
1235	10025	0.009042
1235	20016	0.016038
1235	20027	0.033041
1235	20029	0.018084
1235	20033	0.008451
1235	35	0.017720
1235	40	0.017438
1236	13	0.051533
1236	23	0.019216
1237	10028	0.014351
1237	20040	0.022086
1238	20030	0.068589
1239	20029	0.015665
124	10025	0.015665
1240	40	0.030212
1241	20021	0.046691
1241	20022	0.062254
1241	20023	0.039824
1241	20025	0.014718
1241	20029	0.011144
1242	20015	0.027786
1243	20012	0.059517
1243	20014	0.006723
1243	20024	0.009238
1243	20025	0.013154
1243	20033	0.018618
1243	20036	0.017667
1243	20037	0.015319
1244	10016	0.006166
1244	20016	0.010623
1244	20017	0.010470
1244	20018	0.069854
1244	20019	0.023100
1244	20021	0.025091
1244	20022	0.016727
1244	20023	0.053503
1244	20024	0.005555
1244	20025	0.023728
1244	20026	0.050182
1244	20027	0.032826
1244	20028	0.037077
1244	20033	0.027986
1244	20034	0.051363
1244	20035	0.019534
1244	20036	0.010623
1244	20037	0.036843
1244	20038	0.018421
1244	20039	0.037315
1245	20017	0.058447
1245	20019	0.042985
1245	20033	0.010416
1245	20038	0.034279
1245	20039	0.017359
1246	20016	0.027786
1247	29	0.010458
1248	35	0.010233
1249	15	0.013473
1249	20014	0.007522
1249	20022	0.031127
1249	20023	0.019912
1249	20033	0.010416
125	10012	0.019521
1250	20014	0.037791
1250	20015	0.124131
1251	23	0.021507
1252	10020	0.027190
1253	15	0.037877
1254	11	0.026039
1254	20034	0.017002
1254	35	0.015540
1254	38	0.042820
1255	10022	0.016352
1255	15	0.016921
1256	35	0.010233
1257	12	0.017872
1258	10014	0.024246
1259	10012	0.013098
1259	10014	0.009761
1259	10016	0.008658
1259	10017	0.007109
1259	10019	0.005160
1259	10020	0.003649
1259	10021	0.008374
1259	10022	0.007368
1259	10024	0.012309
1259	10026	0.005805
1259	10027	0.013211
1259	10030	0.024918
1259	10032	0.004366
1259	10034	0.016303
1259	10040	0.006998
1259	13	0.015480
1259	14	0.007662
1259	15	0.002541
1259	16	0.007982
1259	17	0.004912
1259	18	0.008374
1259	19	0.005940
1259	20013	0.014807
1259	20014	0.005676
1259	20015	0.007457
1259	20016	0.003729
1259	20017	0.014700
1259	20020	0.006591
1259	20022	0.017615
1259	20023	0.015024
1259	20024	0.007799
1259	20025	0.008329
1259	20027	0.015363
1259	20028	0.006507
1259	20029	0.010511
1259	20030	0.004602
1259	20031	0.015024
1259	20032	0.008707
1259	20033	0.007859
1259	20034	0.012019
1259	20035	0.010285
1259	20036	0.007457
1259	20037	0.016165
1259	20038	0.006466
1259	20039	0.003275
1259	20040	0.003317
1259	23	0.002886
1259	26	0.003317
1259	29	0.002807
1259	32	0.002202
1259	36	0.004257
1259	39	0.007624
1259	40	0.004054
126	10021	0.020801
1260	20013	0.027585
1261	10024	0.037512
1261	20014	0.008649
1261	20033	0.011975
1262	20037	0.024093
1263	10024	0.045863
1264	10012	0.009922
1264	10026	0.021987
1264	10036	0.058632
1264	15	0.009626
1264	17	0.018604
1264	20015	0.028246
1264	20017	0.013920
1264	20025	0.005258
1264	20028	0.024648
1264	33	0.055282
1264	35	0.005201
1264	39	0.028879
1265	10025	0.013997
1265	10028	0.014351
1266	15	0.030980
1266	20	0.151879
1266	35	0.008370
1267	10030	0.046423
1268	20033	0.013082
1268	35	0.009143
1269	10019	0.015725
1269	10032	0.026611
1269	32	0.013420
127	10017	0.007568
1270	10019	0.015725
1270	21	0.172973
1270	25	0.012919
1271	20024	0.014529
1272	20014	0.010574
1273	10025	0.013997
1273	20015	0.024826
1274	20024	0.012982
1274	20028	0.021664
1275	10028	0.016062
1276	10028	0.014351
1276	10030	0.041478
1277	10025	0.015665
1278	20025	0.009242
1278	20036	0.024826
1279	10014	0.010615
1279	10017	0.006627
1279	10021	0.009107
1279	11	0.015014
1279	20014	0.004629
1279	20017	0.011990
1279	20022	0.019156
1279	20023	0.012254
1279	20025	0.004529
1279	20033	0.006410
1279	20034	0.009804
1279	25	0.006915
1279	30	0.028247
1279	32	0.014367
1279	33	0.023809
1279	35	0.013440
128	10024	0.045863
1280	10019	0.019226
1281	10020	0.054381
1282	10035	0.040709
1282	17	0.027792
1282	25	0.011993
1282	35	0.007770
1283	10018	0.032536
1284	35	0.010233
1285	32	0.016408
1286	13	0.057677
1287	38	0.056395
1288	12	0.029235
1288	13	0.047174
1288	38	0.023063
1289	20027	0.028622
129	10025	0.013997
129	10029	0.055757
1290	10028	0.016062
1291	12	0.040709
1291	20011	0.027792
1291	20022	0.033223
1291	20025	0.007854
1292	20025	0.009242
1292	20034	0.040014
1293	14	0.031135
1293	23	0.017590
1293	24	0.017492
1294	10023	0.040070
1295	10014	0.018410
1295	10016	0.012247
1295	10032	0.024704
1295	29	0.007941
